"key_ID","year","opinion_by","notification_by","count_opinions"
11853,2009,"Czech Republic","Austria",0
11854,2009,"Czech Republic","Belgium",0
11855,2009,"Czech Republic","Bulgaria",0
11856,2009,"Czech Republic","Cyprus",0
11857,2009,"Czech Republic","Czech Republic",0
11858,2009,"Czech Republic","Denmark",0
11859,2009,"Czech Republic","Estonia",0
11860,2009,"Czech Republic","Finland",0
11861,2009,"Czech Republic","France",0
11862,2009,"Czech Republic","Germany",0
11863,2009,"Czech Republic","Greece",1
11864,2009,"Czech Republic","Hungary",0
11865,2009,"Czech Republic","Iceland",0
11866,2009,"Czech Republic","Ireland",0
11867,2009,"Czech Republic","Italy",1
11868,2009,"Czech Republic","Latvia",0
11869,2009,"Czech Republic","Liechtenstein",0
11870,2009,"Czech Republic","Lithuania",0
11871,2009,"Czech Republic","Luxembourg",0
11872,2009,"Czech Republic","Malta",0
11873,2009,"Czech Republic","Netherlands",0
11874,2009,"Czech Republic","Norway",0
11875,2009,"Czech Republic","Poland",0
11876,2009,"Czech Republic","Portugal",0
11877,2009,"Czech Republic","Romania",0
11878,2009,"Czech Republic","Slovakia",1
11879,2009,"Czech Republic","Slovenia",0
11880,2009,"Czech Republic","Spain",0
11881,2009,"Czech Republic","Sweden",0
11882,2009,"Czech Republic","Switzerland",0
11883,2009,"Czech Republic","Turkey",0
11884,2009,"Czech Republic","United Kingdom",0
11885,2009,"Denmark","Austria",0
11886,2009,"Denmark","Belgium",0
11887,2009,"Denmark","Bulgaria",0
11888,2009,"Denmark","Cyprus",0
11889,2009,"Denmark","Czech Republic",0
11890,2009,"Denmark","Denmark",0
11891,2009,"Denmark","Estonia",0
11892,2009,"Denmark","Finland",0
11893,2009,"Denmark","France",2
11894,2009,"Denmark","Germany",0
11895,2009,"Denmark","Greece",0
11896,2009,"Denmark","Hungary",0
11897,2009,"Denmark","Iceland",0
11898,2009,"Denmark","Ireland",0
11899,2009,"Denmark","Italy",0
11900,2009,"Denmark","Latvia",0
11901,2009,"Denmark","Liechtenstein",0
11902,2009,"Denmark","Lithuania",0
11903,2009,"Denmark","Luxembourg",0
11904,2009,"Denmark","Malta",0
11905,2009,"Denmark","Netherlands",0
11906,2009,"Denmark","Norway",0
11907,2009,"Denmark","Poland",0
11908,2009,"Denmark","Portugal",0
11909,2009,"Denmark","Romania",0
11910,2009,"Denmark","Slovakia",0
11911,2009,"Denmark","Slovenia",0
11912,2009,"Denmark","Spain",0
11913,2009,"Denmark","Sweden",0
11914,2009,"Denmark","Switzerland",0
11915,2009,"Denmark","Turkey",0
11916,2009,"Denmark","United Kingdom",0
11917,2009,"Estonia","Austria",0
11918,2009,"Estonia","Belgium",0
11919,2009,"Estonia","Bulgaria",0
11920,2009,"Estonia","Cyprus",0
11921,2009,"Estonia","Czech Republic",0
11922,2009,"Estonia","Denmark",0
11923,2009,"Estonia","Estonia",0
11924,2009,"Estonia","Finland",0
11925,2009,"Estonia","France",0
11926,2009,"Estonia","Germany",0
11927,2009,"Estonia","Greece",0
11928,2009,"Estonia","Hungary",0
11929,2009,"Estonia","Iceland",0
11930,2009,"Estonia","Ireland",0
11931,2009,"Estonia","Italy",0
11932,2009,"Estonia","Latvia",0
11933,2009,"Estonia","Liechtenstein",0
11934,2009,"Estonia","Lithuania",0
11935,2009,"Estonia","Luxembourg",0
11936,2009,"Estonia","Malta",0
11937,2009,"Estonia","Netherlands",0
11938,2009,"Estonia","Norway",0
11939,2009,"Estonia","Poland",0
11940,2009,"Estonia","Portugal",0
11941,2009,"Estonia","Romania",0
11942,2009,"Estonia","Slovakia",0
11943,2009,"Estonia","Slovenia",0
11944,2009,"Estonia","Spain",0
11945,2009,"Estonia","Sweden",0
11946,2009,"Estonia","Switzerland",0
11947,2009,"Estonia","Turkey",0
11948,2009,"Estonia","United Kingdom",0
11949,2009,"European Free Trade Association","Austria",0
11950,2009,"European Free Trade Association","Belgium",0
11951,2009,"European Free Trade Association","Bulgaria",0
11952,2009,"European Free Trade Association","Cyprus",0
11953,2009,"European Free Trade Association","Czech Republic",0
11954,2009,"European Free Trade Association","Denmark",0
11955,2009,"European Free Trade Association","Estonia",0
11956,2009,"European Free Trade Association","Finland",0
11957,2009,"European Free Trade Association","France",0
11958,2009,"European Free Trade Association","Germany",0
11959,2009,"European Free Trade Association","Greece",0
11960,2009,"European Free Trade Association","Hungary",0
11961,2009,"European Free Trade Association","Iceland",0
11962,2009,"European Free Trade Association","Ireland",0
11963,2009,"European Free Trade Association","Italy",0
11964,2009,"European Free Trade Association","Latvia",0
11965,2009,"European Free Trade Association","Liechtenstein",0
11966,2009,"European Free Trade Association","Lithuania",0
11967,2009,"European Free Trade Association","Luxembourg",0
11968,2009,"European Free Trade Association","Malta",0
11969,2009,"European Free Trade Association","Netherlands",0
11970,2009,"European Free Trade Association","Norway",0
11971,2009,"European Free Trade Association","Poland",0
11972,2009,"European Free Trade Association","Portugal",0
11973,2009,"European Free Trade Association","Romania",0
11974,2009,"European Free Trade Association","Slovakia",0
11975,2009,"European Free Trade Association","Slovenia",0
11976,2009,"European Free Trade Association","Spain",0
11977,2009,"European Free Trade Association","Sweden",0
11978,2009,"European Free Trade Association","Switzerland",0
11979,2009,"European Free Trade Association","Turkey",0
11980,2009,"European Free Trade Association","United Kingdom",0
11981,2009,"Finland","Austria",0
11982,2009,"Finland","Belgium",0
11983,2009,"Finland","Bulgaria",0
11984,2009,"Finland","Cyprus",0
11985,2009,"Finland","Czech Republic",0
11986,2009,"Finland","Denmark",0
11987,2009,"Finland","Estonia",0
11988,2009,"Finland","Finland",0
11989,2009,"Finland","France",0
11990,2009,"Finland","Germany",1
11991,2009,"Finland","Greece",0
11992,2009,"Finland","Hungary",0
11993,2009,"Finland","Iceland",0
11994,2009,"Finland","Ireland",0
11995,2009,"Finland","Italy",1
11996,2009,"Finland","Latvia",0
11997,2009,"Finland","Liechtenstein",0
11998,2009,"Finland","Lithuania",0
11999,2009,"Finland","Luxembourg",0
12000,2009,"Finland","Malta",0
12001,2009,"Finland","Netherlands",0
12002,2009,"Finland","Norway",0
12003,2009,"Finland","Poland",0
12004,2009,"Finland","Portugal",0
12005,2009,"Finland","Romania",0
12006,2009,"Finland","Slovakia",0
12007,2009,"Finland","Slovenia",0
12008,2009,"Finland","Spain",0
12009,2009,"Finland","Sweden",0
12010,2009,"Finland","Switzerland",0
12011,2009,"Finland","Turkey",0
12012,2009,"Finland","United Kingdom",0
12013,2009,"France","Austria",0
12014,2009,"France","Belgium",0
12015,2009,"France","Bulgaria",0
12016,2009,"France","Cyprus",0
12017,2009,"France","Czech Republic",0
12018,2009,"France","Denmark",1
12019,2009,"France","Estonia",0
12020,2009,"France","Finland",0
12021,2009,"France","France",0
12022,2009,"France","Germany",3
12023,2009,"France","Greece",0
12024,2009,"France","Hungary",0
12025,2009,"France","Iceland",0
12026,2009,"France","Ireland",0
12027,2009,"France","Italy",3
12028,2009,"France","Latvia",0
12029,2009,"France","Liechtenstein",0
12030,2009,"France","Lithuania",0
12031,2009,"France","Luxembourg",0
12032,2009,"France","Malta",0
12033,2009,"France","Netherlands",0
12034,2009,"France","Norway",0
12035,2009,"France","Poland",2
12036,2009,"France","Portugal",0
12037,2009,"France","Romania",0
12038,2009,"France","Slovakia",1
12039,2009,"France","Slovenia",0
12040,2009,"France","Spain",0
12041,2009,"France","Sweden",0
12042,2009,"France","Switzerland",0
12043,2009,"France","Turkey",0
12044,2009,"France","United Kingdom",0
12045,2009,"Germany","Austria",0
12046,2009,"Germany","Belgium",0
12047,2009,"Germany","Bulgaria",0
12048,2009,"Germany","Cyprus",0
12049,2009,"Germany","Czech Republic",0
12050,2009,"Germany","Denmark",0
12051,2009,"Germany","Estonia",0
12052,2009,"Germany","Finland",0
12053,2009,"Germany","France",2
12054,2009,"Germany","Germany",0
12055,2009,"Germany","Greece",0
12056,2009,"Germany","Hungary",0
12057,2009,"Germany","Iceland",0
12058,2009,"Germany","Ireland",0
12059,2009,"Germany","Italy",2
12060,2009,"Germany","Latvia",0
12061,2009,"Germany","Liechtenstein",0
12062,2009,"Germany","Lithuania",0
12063,2009,"Germany","Luxembourg",0
12064,2009,"Germany","Malta",1
12065,2009,"Germany","Netherlands",0
12066,2009,"Germany","Norway",0
12067,2009,"Germany","Poland",0
12068,2009,"Germany","Portugal",0
12069,2009,"Germany","Romania",0
12070,2009,"Germany","Slovakia",1
12071,2009,"Germany","Slovenia",0
12072,2009,"Germany","Spain",0
12073,2009,"Germany","Sweden",0
12074,2009,"Germany","Switzerland",0
12075,2009,"Germany","Turkey",0
12076,2009,"Germany","United Kingdom",0
12077,2009,"Greece","Austria",0
12078,2009,"Greece","Belgium",0
12079,2009,"Greece","Bulgaria",0
12080,2009,"Greece","Cyprus",0
12081,2009,"Greece","Czech Republic",0
12082,2009,"Greece","Denmark",0
12083,2009,"Greece","Estonia",0
12084,2009,"Greece","Finland",0
12085,2009,"Greece","France",0
12086,2009,"Greece","Germany",0
12087,2009,"Greece","Greece",0
12088,2009,"Greece","Hungary",0
12089,2009,"Greece","Iceland",0
12090,2009,"Greece","Ireland",0
12091,2009,"Greece","Italy",0
12092,2009,"Greece","Latvia",0
12093,2009,"Greece","Liechtenstein",0
12094,2009,"Greece","Lithuania",0
12095,2009,"Greece","Luxembourg",0
12096,2009,"Greece","Malta",0
12097,2009,"Greece","Netherlands",0
12098,2009,"Greece","Norway",0
12099,2009,"Greece","Poland",0
12100,2009,"Greece","Portugal",0
12101,2009,"Greece","Romania",0
12102,2009,"Greece","Slovakia",0
12103,2009,"Greece","Slovenia",0
12104,2009,"Greece","Spain",0
12105,2009,"Greece","Sweden",0
12106,2009,"Greece","Switzerland",0
12107,2009,"Greece","Turkey",0
12108,2009,"Greece","United Kingdom",1
12109,2009,"Hungary","Austria",0
12110,2009,"Hungary","Belgium",0
12111,2009,"Hungary","Bulgaria",0
12112,2009,"Hungary","Cyprus",0
12113,2009,"Hungary","Czech Republic",0
12114,2009,"Hungary","Denmark",0
12115,2009,"Hungary","Estonia",0
12116,2009,"Hungary","Finland",1
12117,2009,"Hungary","France",1
12118,2009,"Hungary","Germany",1
12119,2009,"Hungary","Greece",0
12120,2009,"Hungary","Hungary",0
12121,2009,"Hungary","Iceland",0
12122,2009,"Hungary","Ireland",0
12123,2009,"Hungary","Italy",1
12124,2009,"Hungary","Latvia",0
12125,2009,"Hungary","Liechtenstein",0
12126,2009,"Hungary","Lithuania",0
12127,2009,"Hungary","Luxembourg",0
12128,2009,"Hungary","Malta",1
12129,2009,"Hungary","Netherlands",0
12130,2009,"Hungary","Norway",0
12131,2009,"Hungary","Poland",0
12132,2009,"Hungary","Portugal",0
12133,2009,"Hungary","Romania",0
12134,2009,"Hungary","Slovakia",0
12135,2009,"Hungary","Slovenia",0
12136,2009,"Hungary","Spain",0
12137,2009,"Hungary","Sweden",0
12138,2009,"Hungary","Switzerland",0
12139,2009,"Hungary","Turkey",0
12140,2009,"Hungary","United Kingdom",0
12141,2009,"Iceland","Austria",0
12142,2009,"Iceland","Belgium",0
12143,2009,"Iceland","Bulgaria",0
12144,2009,"Iceland","Cyprus",0
12145,2009,"Iceland","Czech Republic",0
12146,2009,"Iceland","Denmark",0
12147,2009,"Iceland","Estonia",0
12148,2009,"Iceland","Finland",0
12149,2009,"Iceland","France",0
12150,2009,"Iceland","Germany",0
12151,2009,"Iceland","Greece",0
12152,2009,"Iceland","Hungary",0
12153,2009,"Iceland","Iceland",0
12154,2009,"Iceland","Ireland",0
12155,2009,"Iceland","Italy",0
12156,2009,"Iceland","Latvia",0
12157,2009,"Iceland","Liechtenstein",0
12158,2009,"Iceland","Lithuania",0
12159,2009,"Iceland","Luxembourg",0
12160,2009,"Iceland","Malta",0
12161,2009,"Iceland","Netherlands",0
12162,2009,"Iceland","Norway",0
12163,2009,"Iceland","Poland",0
12164,2009,"Iceland","Portugal",0
12165,2009,"Iceland","Romania",0
12166,2009,"Iceland","Slovakia",0
12167,2009,"Iceland","Slovenia",0
12168,2009,"Iceland","Spain",0
12169,2009,"Iceland","Sweden",0
12170,2009,"Iceland","Switzerland",0
12171,2009,"Iceland","Turkey",0
12172,2009,"Iceland","United Kingdom",0
12173,2009,"Ireland","Austria",0
12174,2009,"Ireland","Belgium",0
12175,2009,"Ireland","Bulgaria",0
12176,2009,"Ireland","Cyprus",0
12177,2009,"Ireland","Czech Republic",0
12178,2009,"Ireland","Denmark",0
12179,2009,"Ireland","Estonia",0
12180,2009,"Ireland","Finland",0
12181,2009,"Ireland","France",2
12182,2009,"Ireland","Germany",0
12183,2009,"Ireland","Greece",0
12184,2009,"Ireland","Hungary",0
12185,2009,"Ireland","Iceland",0
12186,2009,"Ireland","Ireland",0
12187,2009,"Ireland","Italy",1
12188,2009,"Ireland","Latvia",0
12189,2009,"Ireland","Liechtenstein",0
12190,2009,"Ireland","Lithuania",0
12191,2009,"Ireland","Luxembourg",0
12192,2009,"Ireland","Malta",0
12193,2009,"Ireland","Netherlands",0
12194,2009,"Ireland","Norway",0
12195,2009,"Ireland","Poland",0
12196,2009,"Ireland","Portugal",0
12197,2009,"Ireland","Romania",0
12198,2009,"Ireland","Slovakia",0
12199,2009,"Ireland","Slovenia",0
12200,2009,"Ireland","Spain",0
12201,2009,"Ireland","Sweden",0
12202,2009,"Ireland","Switzerland",0
12203,2009,"Ireland","Turkey",0
12204,2009,"Ireland","United Kingdom",0
12205,2009,"Italy","Austria",0
12206,2009,"Italy","Belgium",0
12207,2009,"Italy","Bulgaria",0
12208,2009,"Italy","Cyprus",0
12209,2009,"Italy","Czech Republic",0
12210,2009,"Italy","Denmark",0
12211,2009,"Italy","Estonia",0
12212,2009,"Italy","Finland",0
12213,2009,"Italy","France",3
12214,2009,"Italy","Germany",0
12215,2009,"Italy","Greece",1
12216,2009,"Italy","Hungary",0
12217,2009,"Italy","Iceland",0
12218,2009,"Italy","Ireland",0
12219,2009,"Italy","Italy",0
12220,2009,"Italy","Latvia",0
12221,2009,"Italy","Liechtenstein",0
12222,2009,"Italy","Lithuania",0
12223,2009,"Italy","Luxembourg",0
12224,2009,"Italy","Malta",0
12225,2009,"Italy","Netherlands",0
12226,2009,"Italy","Norway",0
12227,2009,"Italy","Poland",0
12228,2009,"Italy","Portugal",0
12229,2009,"Italy","Romania",1
12230,2009,"Italy","Slovakia",0
12231,2009,"Italy","Slovenia",0
12232,2009,"Italy","Spain",1
12233,2009,"Italy","Sweden",0
12234,2009,"Italy","Switzerland",0
12235,2009,"Italy","Turkey",0
12236,2009,"Italy","United Kingdom",0
12237,2009,"Latvia","Austria",0
12238,2009,"Latvia","Belgium",0
12239,2009,"Latvia","Bulgaria",0
12240,2009,"Latvia","Cyprus",0
12241,2009,"Latvia","Czech Republic",0
12242,2009,"Latvia","Denmark",0
12243,2009,"Latvia","Estonia",0
12244,2009,"Latvia","Finland",0
12245,2009,"Latvia","France",0
12246,2009,"Latvia","Germany",0
12247,2009,"Latvia","Greece",0
12248,2009,"Latvia","Hungary",0
12249,2009,"Latvia","Iceland",0
12250,2009,"Latvia","Ireland",0
12251,2009,"Latvia","Italy",0
12252,2009,"Latvia","Latvia",0
12253,2009,"Latvia","Liechtenstein",0
12254,2009,"Latvia","Lithuania",0
12255,2009,"Latvia","Luxembourg",0
12256,2009,"Latvia","Malta",0
12257,2009,"Latvia","Netherlands",0
12258,2009,"Latvia","Norway",0
12259,2009,"Latvia","Poland",0
12260,2009,"Latvia","Portugal",0
12261,2009,"Latvia","Romania",0
12262,2009,"Latvia","Slovakia",0
12263,2009,"Latvia","Slovenia",0
12264,2009,"Latvia","Spain",0
12265,2009,"Latvia","Sweden",0
12266,2009,"Latvia","Switzerland",0
12267,2009,"Latvia","Turkey",0
12268,2009,"Latvia","United Kingdom",0
12269,2009,"Liechtenstein","Austria",0
12270,2009,"Liechtenstein","Belgium",0
12271,2009,"Liechtenstein","Bulgaria",0
12272,2009,"Liechtenstein","Cyprus",0
12273,2009,"Liechtenstein","Czech Republic",0
12274,2009,"Liechtenstein","Denmark",0
12275,2009,"Liechtenstein","Estonia",0
12276,2009,"Liechtenstein","Finland",0
12277,2009,"Liechtenstein","France",0
12278,2009,"Liechtenstein","Germany",0
12279,2009,"Liechtenstein","Greece",0
12280,2009,"Liechtenstein","Hungary",0
12281,2009,"Liechtenstein","Iceland",0
12282,2009,"Liechtenstein","Ireland",0
12283,2009,"Liechtenstein","Italy",0
12284,2009,"Liechtenstein","Latvia",0
12285,2009,"Liechtenstein","Liechtenstein",0
12286,2009,"Liechtenstein","Lithuania",0
12287,2009,"Liechtenstein","Luxembourg",0
12288,2009,"Liechtenstein","Malta",0
12289,2009,"Liechtenstein","Netherlands",0
12290,2009,"Liechtenstein","Norway",0
12291,2009,"Liechtenstein","Poland",0
12292,2009,"Liechtenstein","Portugal",0
12293,2009,"Liechtenstein","Romania",0
12294,2009,"Liechtenstein","Slovakia",0
12295,2009,"Liechtenstein","Slovenia",0
12296,2009,"Liechtenstein","Spain",0
12297,2009,"Liechtenstein","Sweden",0
12298,2009,"Liechtenstein","Switzerland",0
12299,2009,"Liechtenstein","Turkey",0
12300,2009,"Liechtenstein","United Kingdom",0
12301,2009,"Lithuania","Austria",0
12302,2009,"Lithuania","Belgium",0
12303,2009,"Lithuania","Bulgaria",0
12304,2009,"Lithuania","Cyprus",0
12305,2009,"Lithuania","Czech Republic",0
12306,2009,"Lithuania","Denmark",0
12307,2009,"Lithuania","Estonia",0
12308,2009,"Lithuania","Finland",0
12309,2009,"Lithuania","France",0
12310,2009,"Lithuania","Germany",0
12311,2009,"Lithuania","Greece",0
12312,2009,"Lithuania","Hungary",0
12313,2009,"Lithuania","Iceland",0
12314,2009,"Lithuania","Ireland",0
12315,2009,"Lithuania","Italy",0
12316,2009,"Lithuania","Latvia",0
12317,2009,"Lithuania","Liechtenstein",0
12318,2009,"Lithuania","Lithuania",0
12319,2009,"Lithuania","Luxembourg",0
12320,2009,"Lithuania","Malta",0
12321,2009,"Lithuania","Netherlands",0
12322,2009,"Lithuania","Norway",0
12323,2009,"Lithuania","Poland",0
12324,2009,"Lithuania","Portugal",0
12325,2009,"Lithuania","Romania",0
12326,2009,"Lithuania","Slovakia",0
12327,2009,"Lithuania","Slovenia",0
12328,2009,"Lithuania","Spain",0
12329,2009,"Lithuania","Sweden",0
12330,2009,"Lithuania","Switzerland",0
12331,2009,"Lithuania","Turkey",0
12332,2009,"Lithuania","United Kingdom",0
12333,2009,"Luxembourg","Austria",0
12334,2009,"Luxembourg","Belgium",0
12335,2009,"Luxembourg","Bulgaria",0
12336,2009,"Luxembourg","Cyprus",0
12337,2009,"Luxembourg","Czech Republic",0
12338,2009,"Luxembourg","Denmark",0
12339,2009,"Luxembourg","Estonia",0
12340,2009,"Luxembourg","Finland",0
12341,2009,"Luxembourg","France",0
12342,2009,"Luxembourg","Germany",0
12343,2009,"Luxembourg","Greece",0
12344,2009,"Luxembourg","Hungary",0
12345,2009,"Luxembourg","Iceland",0
12346,2009,"Luxembourg","Ireland",0
12347,2009,"Luxembourg","Italy",0
12348,2009,"Luxembourg","Latvia",0
12349,2009,"Luxembourg","Liechtenstein",0
12350,2009,"Luxembourg","Lithuania",0
12351,2009,"Luxembourg","Luxembourg",0
12352,2009,"Luxembourg","Malta",0
12353,2009,"Luxembourg","Netherlands",0
12354,2009,"Luxembourg","Norway",0
12355,2009,"Luxembourg","Poland",0
12356,2009,"Luxembourg","Portugal",0
12357,2009,"Luxembourg","Romania",0
12358,2009,"Luxembourg","Slovakia",0
12359,2009,"Luxembourg","Slovenia",0
12360,2009,"Luxembourg","Spain",0
12361,2009,"Luxembourg","Sweden",0
12362,2009,"Luxembourg","Switzerland",0
12363,2009,"Luxembourg","Turkey",0
12364,2009,"Luxembourg","United Kingdom",0
12365,2009,"Malta","Austria",0
12366,2009,"Malta","Belgium",1
12367,2009,"Malta","Bulgaria",0
12368,2009,"Malta","Cyprus",0
12369,2009,"Malta","Czech Republic",0
12370,2009,"Malta","Denmark",0
12371,2009,"Malta","Estonia",0
12372,2009,"Malta","Finland",0
12373,2009,"Malta","France",0
12374,2009,"Malta","Germany",0
12375,2009,"Malta","Greece",0
12376,2009,"Malta","Hungary",0
12377,2009,"Malta","Iceland",0
12378,2009,"Malta","Ireland",0
12379,2009,"Malta","Italy",0
12380,2009,"Malta","Latvia",0
12381,2009,"Malta","Liechtenstein",0
12382,2009,"Malta","Lithuania",0
12383,2009,"Malta","Luxembourg",0
12384,2009,"Malta","Malta",0
12385,2009,"Malta","Netherlands",0
12386,2009,"Malta","Norway",0
12387,2009,"Malta","Poland",1
12388,2009,"Malta","Portugal",0
12389,2009,"Malta","Romania",0
12390,2009,"Malta","Slovakia",0
12391,2009,"Malta","Slovenia",0
12392,2009,"Malta","Spain",0
12393,2009,"Malta","Sweden",0
12394,2009,"Malta","Switzerland",0
12395,2009,"Malta","Turkey",0
12396,2009,"Malta","United Kingdom",0
12397,2009,"Netherlands","Austria",0
12398,2009,"Netherlands","Belgium",0
12399,2009,"Netherlands","Bulgaria",0
12400,2009,"Netherlands","Cyprus",0
12401,2009,"Netherlands","Czech Republic",0
12402,2009,"Netherlands","Denmark",0
12403,2009,"Netherlands","Estonia",0
12404,2009,"Netherlands","Finland",0
12405,2009,"Netherlands","France",2
12406,2009,"Netherlands","Germany",0
12407,2009,"Netherlands","Greece",1
12408,2009,"Netherlands","Hungary",0
12409,2009,"Netherlands","Iceland",0
12410,2009,"Netherlands","Ireland",0
12411,2009,"Netherlands","Italy",1
12412,2009,"Netherlands","Latvia",0
12413,2009,"Netherlands","Liechtenstein",0
12414,2009,"Netherlands","Lithuania",0
12415,2009,"Netherlands","Luxembourg",0
12416,2009,"Netherlands","Malta",1
12417,2009,"Netherlands","Netherlands",0
12418,2009,"Netherlands","Norway",0
12419,2009,"Netherlands","Poland",0
12420,2009,"Netherlands","Portugal",0
12421,2009,"Netherlands","Romania",0
12422,2009,"Netherlands","Slovakia",0
12423,2009,"Netherlands","Slovenia",0
12424,2009,"Netherlands","Spain",0
12425,2009,"Netherlands","Sweden",0
12426,2009,"Netherlands","Switzerland",0
12427,2009,"Netherlands","Turkey",0
12428,2009,"Netherlands","United Kingdom",0
12429,2009,"Norway","Austria",0
12430,2009,"Norway","Belgium",0
12431,2009,"Norway","Bulgaria",0
12432,2009,"Norway","Cyprus",0
12433,2009,"Norway","Czech Republic",0
12434,2009,"Norway","Denmark",0
12435,2009,"Norway","Estonia",0
12436,2009,"Norway","Finland",0
12437,2009,"Norway","France",0
12438,2009,"Norway","Germany",0
12439,2009,"Norway","Greece",0
12440,2009,"Norway","Hungary",0
12441,2009,"Norway","Iceland",0
12442,2009,"Norway","Ireland",0
12443,2009,"Norway","Italy",0
12444,2009,"Norway","Latvia",0
12445,2009,"Norway","Liechtenstein",0
12446,2009,"Norway","Lithuania",0
12447,2009,"Norway","Luxembourg",0
12448,2009,"Norway","Malta",0
12449,2009,"Norway","Netherlands",0
12450,2009,"Norway","Norway",0
12451,2009,"Norway","Poland",0
12452,2009,"Norway","Portugal",0
12453,2009,"Norway","Romania",0
12454,2009,"Norway","Slovakia",0
12455,2009,"Norway","Slovenia",0
12456,2009,"Norway","Spain",0
12457,2009,"Norway","Sweden",0
12458,2009,"Norway","Switzerland",0
12459,2009,"Norway","Turkey",0
12460,2009,"Norway","United Kingdom",0
12461,2009,"Poland","Austria",0
12462,2009,"Poland","Belgium",0
12463,2009,"Poland","Bulgaria",0
12464,2009,"Poland","Cyprus",0
12465,2009,"Poland","Czech Republic",0
12466,2009,"Poland","Denmark",0
12467,2009,"Poland","Estonia",0
12468,2009,"Poland","Finland",0
12469,2009,"Poland","France",0
12470,2009,"Poland","Germany",0
12471,2009,"Poland","Greece",0
12472,2009,"Poland","Hungary",0
12473,2009,"Poland","Iceland",0
12474,2009,"Poland","Ireland",0
12475,2009,"Poland","Italy",0
12476,2009,"Poland","Latvia",0
12477,2009,"Poland","Liechtenstein",0
12478,2009,"Poland","Lithuania",0
12479,2009,"Poland","Luxembourg",0
12480,2009,"Poland","Malta",0
12481,2009,"Poland","Netherlands",0
12482,2009,"Poland","Norway",0
12483,2009,"Poland","Poland",0
12484,2009,"Poland","Portugal",0
12485,2009,"Poland","Romania",0
12486,2009,"Poland","Slovakia",0
12487,2009,"Poland","Slovenia",0
12488,2009,"Poland","Spain",0
12489,2009,"Poland","Sweden",0
12490,2009,"Poland","Switzerland",0
12491,2009,"Poland","Turkey",0
12492,2009,"Poland","United Kingdom",0
12493,2009,"Portugal","Austria",0
12494,2009,"Portugal","Belgium",0
12495,2009,"Portugal","Bulgaria",0
12496,2009,"Portugal","Cyprus",0
12497,2009,"Portugal","Czech Republic",0
12498,2009,"Portugal","Denmark",0
12499,2009,"Portugal","Estonia",0
12500,2009,"Portugal","Finland",0
12501,2009,"Portugal","France",2
12502,2009,"Portugal","Germany",0
12503,2009,"Portugal","Greece",0
12504,2009,"Portugal","Hungary",0
12505,2009,"Portugal","Iceland",0
12506,2009,"Portugal","Ireland",0
12507,2009,"Portugal","Italy",0
12508,2009,"Portugal","Latvia",0
12509,2009,"Portugal","Liechtenstein",0
12510,2009,"Portugal","Lithuania",0
12511,2009,"Portugal","Luxembourg",0
12512,2009,"Portugal","Malta",0
12513,2009,"Portugal","Netherlands",0
12514,2009,"Portugal","Norway",0
12515,2009,"Portugal","Poland",0
12516,2009,"Portugal","Portugal",0
12517,2009,"Portugal","Romania",0
12518,2009,"Portugal","Slovakia",0
12519,2009,"Portugal","Slovenia",0
12520,2009,"Portugal","Spain",0
12521,2009,"Portugal","Sweden",0
12522,2009,"Portugal","Switzerland",0
12523,2009,"Portugal","Turkey",0
12524,2009,"Portugal","United Kingdom",0
12525,2009,"Romania","Austria",0
12526,2009,"Romania","Belgium",0
12527,2009,"Romania","Bulgaria",0
12528,2009,"Romania","Cyprus",0
12529,2009,"Romania","Czech Republic",0
12530,2009,"Romania","Denmark",0
12531,2009,"Romania","Estonia",0
12532,2009,"Romania","Finland",0
12533,2009,"Romania","France",2
12534,2009,"Romania","Germany",0
12535,2009,"Romania","Greece",0
12536,2009,"Romania","Hungary",0
12537,2009,"Romania","Iceland",0
12538,2009,"Romania","Ireland",0
12539,2009,"Romania","Italy",1
12540,2009,"Romania","Latvia",0
12541,2009,"Romania","Liechtenstein",0
12542,2009,"Romania","Lithuania",0
12543,2009,"Romania","Luxembourg",0
12544,2009,"Romania","Malta",0
12545,2009,"Romania","Netherlands",0
12546,2009,"Romania","Norway",0
12547,2009,"Romania","Poland",0
12548,2009,"Romania","Portugal",0
12549,2009,"Romania","Romania",0
12550,2009,"Romania","Slovakia",0
12551,2009,"Romania","Slovenia",0
12552,2009,"Romania","Spain",0
12553,2009,"Romania","Sweden",0
12554,2009,"Romania","Switzerland",0
12555,2009,"Romania","Turkey",0
12556,2009,"Romania","United Kingdom",0
12557,2009,"Slovakia","Austria",0
12558,2009,"Slovakia","Belgium",0
12559,2009,"Slovakia","Bulgaria",0
12560,2009,"Slovakia","Cyprus",0
12561,2009,"Slovakia","Czech Republic",0
12562,2009,"Slovakia","Denmark",0
12563,2009,"Slovakia","Estonia",0
12564,2009,"Slovakia","Finland",0
12565,2009,"Slovakia","France",0
12566,2009,"Slovakia","Germany",0
12567,2009,"Slovakia","Greece",0
12568,2009,"Slovakia","Hungary",0
12569,2009,"Slovakia","Iceland",0
12570,2009,"Slovakia","Ireland",0
12571,2009,"Slovakia","Italy",3
12572,2009,"Slovakia","Latvia",0
12573,2009,"Slovakia","Liechtenstein",0
12574,2009,"Slovakia","Lithuania",0
12575,2009,"Slovakia","Luxembourg",0
12576,2009,"Slovakia","Malta",0
12577,2009,"Slovakia","Netherlands",0
12578,2009,"Slovakia","Norway",0
